,rank,bib,name,country,sex,division,divisionType,finDivPos,finSexPos,finOvrPos,isDNF,swimLegTime,swimNetTime,t1LegTime,t1NetTime,bikeLegTime,bikeNetTime,t2LegTime,t2NetTime,finishLegTime,finishNetTime
15,16.0,780,Michael Morris,GBR,M,M50-54,AG,2.0,16.0,16.0,False,00:32:09.129,00:32:09.129,00:02:48.044,00:34:57.173,02:14:25.962,02:49:23.135,00:02:39.742,02:52:02.877,01:25:27.945,04:17:30.822
16,17.0,312,Matthew Whitehead,GBR,M,M18-24,AG,1.0,17.0,17.0,False,00:26:45.415,00:26:45.415,00:02:39.221,00:29:24.636,02:14:41.529,02:44:06.165,00:02:27.019,02:46:33.184,01:31:44.819,04:18:18.003
17,18.0,630,Yevhen Slavniy,UKR,M,M40-44,AG,4.0,18.0,18.0,False,00:27:20.594,00:27:20.594,00:02:55.651,00:30:16.245,02:17:04.408,02:47:20.653,00:02:44.796,02:50:05.449,01:29:19.902,04:19:25.351
18,19.0,587,Daniel Lanigan,GBR,M,M40-44,AG,5.0,19.0,19.0,False,00:32:59.958,00:32:59.958,00:02:40.12,00:35:40.078,02:14:02.033,02:49:42.111,00:02:42.479,02:52:24.59,01:27:03.228,04:19:27.818
19,20.0,731,Phil Whitehead,GBR,M,M45-49,AG,1.0,20.0,20.0,False,00:30:21.691,00:30:21.691,00:03:41.81,00:34:03.501,02:17:09.359,02:51:12.86,00:03:12.572,02:54:25.432,01:25:10.637,04:19:36.069
20,21.0,499,Navid Salimipour Naghani,GBR,M,M35-39,AG,5.0,21.0,21.0,False,00:30:06.264,00:30:06.264,00:02:45.82,00:32:52.084,02:22:50.016,02:55:42.10,00:02:21.098,02:58:03.198,01:22:03.447,04:20:06.645
21,22.0,565,Gilles Gilles Ghoussoub,LBN,M,M40-44,AG,6.0,22.0,22.0,False,00:30:54.438,00:30:54.438,00:03:01.424,00:33:55.862,02:16:40.399,02:50:36.261,00:02:59.879,02:53:36.14,01:27:17.104,04:20:53.244
22,23.0,90,Ralf Preissl,GER,M,M45-49,AG,2.0,23.0,23.0,False,00:29:21.367,00:29:21.367,00:02:19.106,00:31:40.473,02:16:09.969,02:47:50.442,00:02:36.595,02:50:27.037,01:31:18.178,04:21:45.215
23,24.0,20,Tony Partington,GBR,M,M35-39,AG,6.0,24.0,24.0,False,00:29:51.297,00:29:51.297,00:04:34.788,00:34:26.085,02:20:16.814,02:54:42.899,00:02:47.176,02:57:30.075,01:24:20.272,04:21:50.347
24,25.0,17,Patryk Bielik,POL,M,M35-39,AG,7.0,25.0,25.0,False,00:32:16.91,00:32:16.91,00:02:38.406,00:34:55.316,02:20:57.75,02:55:53.066,00:02:24.005,02:58:17.071,01:23:46.926,04:22:03.997
25,26.0,1009,Mihai Vigariu,ROU,M,M40-44,AG,7.0,26.0,26.0,False,00:31:55.275,00:31:55.275,00:02:14.123,00:34:09.398,02:16:41.84,02:50:51.238,00:02:22.379,02:53:13.617,01:30:30.10,04:23:43.717
26,27.0,99,Robert Pirnbacher,AUT,M,M50-54,AG,3.0,27.0,27.0,False,00:29:48.87,00:29:48.87,00:04:26.549,00:34:15.419,02:19:18.253,02:53:33.672,00:02:49.802,02:56:23.474,01:27:24.695,04:23:48.169
27,28.0,421,Joel Walker,GBR,M,M30-34,AG,4.0,28.0,28.0,False,00:31:36.363,00:31:36.363,00:03:28.923,00:35:05.286,02:18:12.932,02:53:18.218,00:03:14.222,02:56:32.44,01:27:29.653,04:24:02.093
28,29.0,60,Abdulla Almuftah,QAT,M,M25-29,AG,5.0,29.0,29.0,False,00:34:32.941,00:34:32.941,00:03:12.337,00:37:45.278,02:20:14.962,02:58:00.24,00:02:19.208,03:00:19.448,01:24:02.697,04:24:22.145
29,30.0,21,Roberto Pietta,ITA,M,M35-39,AG,8.0,30.0,30.0,False,00:31:47.191,00:31:47.191,00:02:44.608,00:34:31.799,02:19:04.645,02:53:36.444,00:02:55.426,02:56:31.87,01:28:44.147,04:25:16.017
30,31.0,32,Przemyslaw Szuder,POL,M,M45-49,AG,3.0,31.0,31.0,False,00:30:14.79,00:30:14.79,00:02:31.849,00:32:46.639,02:18:25.989,02:51:12.628,00:02:31.776,02:53:44.404,01:31:59.609,04:25:44.013
31,32.0,29,Alexey Oreshin,ARM,M,M40-44,AG,8.0,32.0,32.0,False,00:31:42.847,00:31:42.847,00:01:55.762,00:33:38.609,02:13:59.268,02:47:37.877,00:02:30.039,02:50:07.916,01:35:46.354,04:25:54.27
32,33.0,717,Ronald Rizk Rizk,LBN,M,M45-49,AG,4.0,33.0,33.0,False,00:30:55.049,00:30:55.049,00:03:15.776,00:34:10.825,02:22:52.581,02:57:03.406,00:02:39.611,02:59:43.017,01:26:21.754,04:26:04.771
33,34.0,68,Andrew Archibald,GBR,M,M35-39,AG,9.0,34.0,34.0,False,00:29:31.129,00:29:31.129,00:02:23.919,00:31:55.048,02:21:36.678,02:53:31.726,00:02:31.215,02:56:02.941,01:30:23.689,04:26:26.63
34,35.0,470,Rico Hasler,SUI,M,M35-39,AG,10.0,35.0,35.0,False,00:31:22.649,00:31:22.649,00:03:07.312,00:34:29.961,02:17:50.714,02:52:20.675,00:02:12.302,02:54:32.977,01:32:16.554,04:26:49.531
35,36.0,22,Ruslan Yasynetskyi,UKR,M,M35-39,AG,11.0,36.0,36.0,False,00:34:33.423,00:34:33.423,00:04:30.601,00:39:04.024,02:19:04.177,02:58:08.201,00:03:05.95,03:01:14.151,01:25:54.426,04:27:08.577
36,37.0,485,Jose Mompo,ESP,M,M35-39,AG,12.0,37.0,37.0,False,00:30:14.108,00:30:14.108,00:04:03.308,00:34:17.416,02:22:27.857,02:56:45.273,00:03:09.177,02:59:54.45,01:27:16.931,04:27:11.381
37,38.0,156,Simon Andrew Wood,GBR,M,M55-59,AG,1.0,38.0,38.0,False,00:27:44.014,00:27:44.014,00:02:56.859,00:30:40.873,02:22:46.411,02:53:27.284,00:03:06.969,02:56:34.253,01:31:03.278,04:27:37.531
38,39.0,4,Mimi Carlton,GBR,F,F30-34,AG,1.0,1.0,39.0,False,00:31:41.323,00:31:41.323,00:02:22.056,00:34:03.379,02:23:00.831,02:57:04.21,00:02:33.47,02:59:37.68,01:29:01.241,04:28:38.921
39,40.0,540,Youssef Badri,MAR,M,M40-44,AG,9.0,39.0,40.0,False,00:32:08.474,00:32:08.474,00:04:07.322,00:36:15.796,02:21:04.414,02:57:20.21,00:03:29.708,03:00:49.918,01:27:58.206,04:28:48.124
40,41.0,34,Alexey Bukleev,CYP,M,M50-54,AG,4.0,40.0,41.0,False,00:31:55.986,00:31:55.986,00:02:40.71,00:34:36.696,02:22:31.20,02:57:07.896,00:02:31.253,02:59:39.149,01:29:21.576,04:29:00.725
41,42.0,506,Luis Silva,POR,M,M35-39,AG,13.0,41.0,42.0,False,00:25:37.36,00:25:37.36,00:02:31.852,00:28:09.212,02:25:10.678,02:53:19.89,00:02:25.188,02:55:45.078,01:33:23.626,04:29:08.704
42,43.0,745,Stephen Anderson,GBR,M,M50-54,AG,5.0,42.0,43.0,False,00:34:06.429,00:34:06.429,00:04:22.774,00:38:29.203,02:19:38.487,02:58:07.69,00:03:15.55,03:01:23.24,01:27:47.30,04:29:10.54
43,44.0,75,Mubarak Aljumah,KUW,M,M40-44,AG,10.0,43.0,44.0,False,00:35:57.511,00:35:57.511,00:03:29.176,00:39:26.687,02:22:39.072,03:02:05.759,00:02:45.378,03:04:51.137,01:24:34.041,04:29:25.178
44,45.0,35,Thomas Goetz,SUI,M,M50-54,AG,6.0,44.0,45.0,False,00:30:45.527,00:30:45.527,00:03:27.039,00:34:12.566,02:23:22.908,02:57:35.474,00:03:51.215,03:01:26.689,01:28:40.798,04:30:07.487
45,46.0,358,Abdallah Alireza,KSA,M,M30-34,AG,5.0,45.0,46.0,False,00:29:21.26,00:29:21.26,00:02:11.02,00:31:32.28,02:22:22.178,02:53:54.458,00:02:18.253,02:56:12.711,01:34:19.876,04:30:32.587
46,47.0,643,Shawn van der Meulen,RSA,M,M40-44,AG,11.0,46.0,47.0,False,00:30:16.358,00:30:16.358,00:02:48.019,00:33:04.377,02:26:12.629,02:59:17.006,00:02:56.579,03:02:13.585,01:28:45.813,04:30:59.398
47,48.0,11,Lukas Kurth,SUI,M,M25-29,AG,6.0,47.0,48.0,False,00:33:41.384,00:33:41.384,00:02:18.816,00:36:00.20,02:19:14.652,02:55:14.852,00:03:06.369,02:58:21.221,01:33:10.184,04:31:31.405
48,49.0,776,Christophe Mariotte,FRA,M,M50-54,AG,7.0,48.0,49.0,False,00:30:26.193,00:30:26.193,00:03:16.67,00:33:42.863,02:23:06.561,02:56:49.424,00:03:47.578,03:00:37.002,01:31:09.439,04:31:46.441
49,50.0,233,Lea Lienshoeft,GER,F,F35-39,AG,1.0,2.0,50.0,False,00:32:47.167,00:32:47.167,00:02:53.044,00:35:40.211,02:23:54.643,02:59:34.854,00:02:31.012,03:02:05.866,01:29:53.575,04:31:59.441
50,51.0,36,Alexander Gröbli,SUI,M,M50-54,AG,8.0,49.0,51.0,False,00:31:02.622,00:31:02.622,00:03:52.413,00:34:55.035,02:17:23.179,02:52:18.214,00:03:09.487,02:55:27.701,01:37:18.556,04:32:46.257
51,52.0,511,Roman Trubetskoy,PHI,M,M35-39,AG,14.0,50.0,52.0,False,00:31:46.927,00:31:46.927,00:02:31.739,00:34:18.666,02:25:08.771,02:59:27.437,00:03:00.10,03:02:27.537,01:30:19.156,04:32:46.693
52,53.0,64,Maksims Lukasevics,LAT,M,M30-34,AG,6.0,51.0,53.0,False,00:32:33.831,00:32:33.831,00:02:33.993,00:35:07.824,02:23:05.216,02:58:13.04,00:02:42.989,03:00:56.029,01:32:33.56,04:33:29.589
53,54.0,71,Eduardo Guerrero-Strachan,ESP,M,M35-39,AG,15.0,52.0,54.0,False,00:31:53.847,00:31:53.847,00:02:52.005,00:34:45.852,02:26:14.251,03:01:00.103,00:03:17.651,03:04:17.754,01:29:13.343,04:33:31.097
54,55.0,533,Abdulla Allqeti,UAE,M,M40-44,AG,12.0,53.0,55.0,False,00:34:14.339,00:34:14.339,00:03:32.489,00:37:46.828,02:23:08.013,03:00:54.841,00:03:36.45,03:04:31.291,01:29:01.115,04:33:32.406
55,56.0,62,Travis Benn,RSA,M,M25-29,AG,7.0,54.0,56.0,False,00:29:49.671,00:29:49.671,00:03:25.375,00:33:15.046,02:27:13.582,03:00:28.628,00:02:07.54,03:02:36.168,01:31:03.881,04:33:40.049
56,57.0,364,Francesco Bartoloni,ITA,M,M30-34,AG,7.0,55.0,57.0,False,00:34:24.832,00:34:24.832,00:03:22.13,00:37:46.962,02:25:49.232,03:03:36.194,00:02:33.389,03:06:09.583,01:27:36.345,04:33:45.928
57,58.0,375,Alex Davies,GBR,M,M30-34,AG,8.0,56.0,58.0,False,00:34:36.108,00:34:36.108,00:04:02.778,00:38:38.886,02:23:52.695,03:02:31.581,00:02:49.973,03:05:21.554,01:28:46.335,04:34:07.889
58,59.0,517,Jonny Wilson,GBR,M,M35-39,AG,16.0,57.0,59.0,False,00:34:08.628,00:34:08.628,00:03:38.186,00:37:46.814,02:25:14.388,03:03:01.202,00:02:34.147,03:05:35.349,01:28:46.162,04:34:21.511
59,60.0,214,Caroline Bridges,USA,F,F30-34,AG,2.0,3.0,60.0,False,00:26:14.158,00:26:14.158,00:02:49.909,00:29:04.067,02:30:34.565,02:59:38.632,00:02:48.378,03:02:27.01,01:32:06.353,04:34:33.363
60,61.0,72,Jon Lacey,GBR,M,M35-39,AG,17.0,58.0,61.0,False,00:30:46.729,00:30:46.729,00:03:50.951,00:34:37.68,02:26:31.272,03:01:08.952,00:02:06.169,03:03:15.121,01:31:33.188,04:34:48.309
61,62.0,732,Piotr Wlodarczyk,POL,M,M45-49,AG,5.0,59.0,62.0,False,00:33:32.304,00:33:32.304,00:03:06.084,00:36:38.388,02:24:10.745,03:00:49.133,00:03:28.476,03:04:17.609,01:30:33.328,04:34:50.937
62,63.0,512,Anton Tumin,KAZ,M,M35-39,AG,18.0,60.0,63.0,False,00:33:26.006,00:33:26.006,00:03:36.821,00:37:02.827,02:27:44.258,03:04:47.085,00:02:06.264,03:06:53.349,01:28:01.005,04:34:54.354
63,64.0,779,Diego Mora,COL,M,M50-54,AG,9.0,61.0,64.0,False,00:36:58.095,00:36:58.095,00:03:42.488,00:40:40.583,02:23:39.897,03:04:20.48,00:02:27.291,03:06:47.771,01:28:18.26,04:35:06.031
64,65.0,1006,Richard Farren,GBR,M,M35-39,AG,19.0,62.0,65.0,False,00:32:28.774,00:32:28.774,00:03:01.804,00:35:30.578,02:25:29.273,03:00:59.851,00:02:54.434,03:03:54.285,01:31:22.824,04:35:17.109
65,66.0,59,Andrey Shcherba,ESP,M,M18-24,AG,2.0,63.0,66.0,False,00:33:06.96,00:33:06.96,00:03:12.808,00:36:19.768,02:25:49.119,03:02:08.887,00:02:27.934,03:04:36.821,01:31:07.635,04:35:44.456
66,67.0,486,Antonio Moreno Laporta,ESP,M,M35-39,AG,20.0,64.0,67.0,False,00:35:27.995,00:35:27.995,00:04:06.833,00:39:34.828,02:21:28.868,03:01:03.696,00:03:05.229,03:04:08.925,01:31:40.359,04:35:49.284
67,68.0,28,Oleksandr Morozov,UKR,M,M40-44,AG,13.0,65.0,68.0,False,00:30:10.589,00:30:10.589,00:02:53.735,00:33:04.324,02:25:22.906,02:58:27.23,00:03:36.36,03:02:03.59,01:34:14.50,04:36:18.09
68,69.0,764,Anthony Ebdon,GBR,M,M50-54,AG,10.0,66.0,69.0,False,00:33:04.656,00:33:04.656,00:03:11.271,00:36:15.927,02:24:31.259,03:00:47.186,00:02:49.061,03:03:36.247,01:33:01.867,04:36:38.114
69,70.0,343,Jared Sheridan,IRL,M,M25-29,AG,8.0,67.0,70.0,False,00:30:57.17,00:30:57.17,00:06:33.771,00:37:30.941,02:19:23.107,02:56:54.048,00:04:02.296,03:00:56.344,01:35:42.936,04:36:39.28
70,71.0,325,Mitchell Connellan,RSA,M,M25-29,AG,9.0,68.0,71.0,False,00:30:09.202,00:30:09.202,00:03:29.474,00:33:38.676,02:31:46.204,03:05:24.88,00:02:09.501,03:07:34.381,01:29:27.026,04:37:01.407
71,72.0,558,Erdem Demirel,TUR,M,M40-44,AG,14.0,69.0,72.0,False,00:33:07.871,00:33:07.871,00:03:23.087,00:36:30.958,02:22:14.641,02:58:45.599,00:02:54.719,03:01:40.318,01:35:42.543,04:37:22.861
72,73.0,544,Nabil Bouzoubaa,MAR,M,M40-44,AG,15.0,70.0,73.0,False,00:34:28.654,00:34:28.654,00:03:19.585,00:37:48.239,02:24:06.485,03:01:54.724,00:02:37.112,03:04:31.836,01:33:33.893,04:38:05.729
73,74.0,25,Ian Farrell,IRL,M,M40-44,AG,16.0,71.0,74.0,False,00:39:23.216,00:39:23.216,00:02:58.759,00:42:21.975,02:16:32.766,02:58:54.741,00:02:46.25,03:01:40.991,01:36:26.079,04:38:07.07
74,75.0,204,Sophie Kirk,GBR,F,F30-34,AG,3.0,4.0,75.0,False,00:29:27.762,00:29:27.762,00:03:00.895,00:32:28.657,02:26:56.56,02:59:25.217,00:02:10.227,03:01:35.444,01:37:50.899,04:39:26.343
75,76.0,376,Toby Davies,GBR,M,M30-34,AG,9.0,72.0,76.0,False,00:34:11.22,00:34:11.22,00:03:59.591,00:38:10.811,02:24:29.289,03:02:40.10,00:02:08.474,03:04:48.574,01:34:40.036,04:39:28.61
76,77.0,713,Steven Phillips,GBR,M,M45-49,AG,6.0,73.0,77.0,False,00:33:58.379,00:33:58.379,00:03:34.136,00:37:32.515,02:27:50.171,03:05:22.686,00:03:11.446,03:08:34.132,01:31:13.457,04:39:47.589
77,78.0,614,Gary Price,GBR,M,M40-44,AG,17.0,74.0,78.0,False,00:40:32.592,00:40:32.592,00:05:18.522,00:45:51.114,02:20:09.966,03:06:01.08,00:03:25.468,03:09:26.548,01:30:27.868,04:39:54.416
78,79.0,608,Tigran Nersesyan,ARM,M,M40-44,AG,18.0,75.0,79.0,False,00:36:53.954,00:36:53.954,00:04:17.448,00:41:11.402,02:18:50.77,03:00:02.172,00:03:11.017,03:03:13.189,01:37:45.487,04:40:58.676
79,80.0,78,Gavin Gallimore,GBR,M,M40-44,AG,19.0,76.0,80.0,False,00:30:20.848,00:30:20.848,00:03:16.352,00:33:37.20,02:21:31.712,02:55:08.912,00:02:27.101,02:57:36.013,01:43:46.354,04:41:22.367
80,81.0,637,Dmitri Tchernenko,ITA,M,M40-44,AG,20.0,77.0,81.0,False,00:35:55.884,00:35:55.884,00:02:28.354,00:38:24.238,02:27:25.179,03:05:49.417,00:02:39.027,03:08:28.444,01:32:56.46,04:41:24.904
81,82.0,387,Tugberk Hasanoglu,TUR,M,M30-34,AG,10.0,78.0,82.0,False,00:33:02.157,00:33:02.157,00:07:41.718,00:40:43.875,02:23:08.363,03:03:52.238,00:03:13.293,03:07:05.531,01:34:38.165,04:41:43.696
82,83.0,1600,Team Rabdan,UAE,M,MRELAY,RELAY,1.0,1.0,1.0,False,00:24:31.224,00:24:31.224,00:01:44.382,00:26:15.606,02:17:56.051,02:44:11.657,00:01:45.108,02:45:56.765,01:55:50.947,04:41:47.712
83,84.0,612,Pierre-Luc Pelletier,CAN,M,M40-44,AG,21.0,79.0,83.0,False,00:31:40.457,00:31:40.457,00:02:43.918,00:34:24.375,02:28:11.851,03:02:36.226,00:02:27.65,03:05:03.876,01:38:14.671,04:43:18.547
84,85.0,397,Ross McKiernan,GBR,M,M30-34,AG,11.0,80.0,84.0,False,00:31:51.216,00:31:51.216,00:03:02.366,00:34:53.582,02:25:34.857,03:00:28.439,00:02:18.025,03:02:46.464,01:40:46.374,04:43:32.838
85,86.0,551,Fabien Cresp,FRA,M,M40-44,AG,22.0,81.0,85.0,False,00:32:04.886,00:32:04.886,00:05:10.95,00:37:15.836,02:26:56.61,03:04:12.446,00:03:32.266,03:07:44.712,01:36:07.598,04:43:52.31
86,87.0,107,Neil McLoughlin,GBR,M,M60-64,AG,1.0,82.0,86.0,False,00:30:43.719,00:30:43.719,00:03:52.077,00:34:35.796,02:28:21.245,03:02:57.041,00:03:15.921,03:06:12.962,01:37:52.725,04:44:05.687
87,88.0,37,Roderz Hill,GBR,M,M50-54,AG,11.0,83.0,87.0,False,00:31:58.96,00:31:58.96,00:03:42.247,00:35:41.207,02:25:45.439,03:01:26.646,00:02:54.238,03:04:20.884,01:39:53.181,04:44:14.065
88,89.0,466,Roman Glavatskyi,UKR,M,M35-39,AG,21.0,84.0,88.0,False,00:26:44.984,00:26:44.984,00:02:24.084,00:29:09.068,02:33:03.217,03:02:12.285,00:03:06.983,03:05:19.268,01:39:32.304,04:44:51.572
89,90.0,733,Russell Wright,GBR,M,M45-49,AG,7.0,85.0,89.0,False,00:34:53.629,00:34:53.629,00:03:09.032,00:38:02.661,02:22:35.007,03:00:37.668,00:02:41.859,03:03:19.527,01:41:33.35,04:44:52.877
90,91.0,488,Hussein Mowafi,JOR,M,M35-39,AG,22.0,86.0,90.0,False,00:31:09.668,00:31:09.668,00:03:23.285,00:34:32.953,02:26:26.105,03:00:59.058,00:02:53.608,03:03:52.666,01:41:01.73,04:44:54.396
91,92.0,786,Glen Osmond,POL,M,M50-54,AG,12.0,87.0,91.0,False,00:29:34.728,00:29:34.728,00:02:12.851,00:31:47.579,02:21:53.846,02:53:41.425,00:02:33.109,02:56:14.534,01:49:06.083,04:45:20.617
92,93.0,856,Thomas Glanz,GER,M,M60-64,AG,2.0,88.0,92.0,False,00:29:57.791,00:29:57.791,00:03:30.025,00:33:27.816,02:22:17.313,02:55:45.129,00:03:01.046,02:58:46.175,01:47:00.014,04:45:46.189
93,94.0,365,Hamish Baxter,GBR,M,M30-34,AG,12.0,89.0,93.0,False,00:31:02.381,00:31:02.381,00:04:30.57,00:35:32.951,02:28:09.844,03:03:42.795,00:03:35.879,03:07:18.674,01:38:29.43,04:45:48.104
94,95.0,765,Roberto Federici,ITA,M,M50-54,AG,13.0,90.0,94.0,False,00:31:00.009,00:31:00.009,00:04:03.529,00:35:03.538,02:34:53.147,03:09:56.685,00:03:56.33,03:13:53.015,01:32:05.952,04:45:58.967
95,96.0,436,Saleh Almuhaini,KUW,M,M35-39,AG,23.0,91.0,95.0,False,00:35:15.553,00:35:15.553,00:04:03.778,00:39:19.331,02:29:14.692,03:08:34.023,00:03:19.743,03:11:53.766,01:34:19.37,04:46:13.136
96,97.0,142,Varjavand Contractor,IND,M,M25-29,AG,10.0,92.0,96.0,False,00:29:49.517,00:29:49.517,00:02:27.625,00:32:17.142,02:28:24.352,03:00:41.494,00:03:32.588,03:04:14.082,01:42:03.589,04:46:17.671
97,98.0,579,Shahrez Khan,PAK,M,M40-44,AG,23.0,93.0,97.0,False,00:32:23.854,00:32:23.854,00:04:02.825,00:36:26.679,02:33:36.958,03:10:03.637,00:05:15.933,03:15:19.57,01:31:04.979,04:46:24.549
98,99.0,74,Khalifa Aldarmaki,UAE,M,M40-44,AG,24.0,94.0,98.0,False,00:36:30.083,00:36:30.083,00:03:44.365,00:40:14.448,02:24:40.939,03:04:55.387,00:02:48.798,03:07:44.185,01:38:42.706,04:46:26.891
99,100.0,67,Bakhit Alqars,UAE,M,M35-39,AG,24.0,95.0,99.0,False,00:34:58.47,00:34:58.47,00:03:04.299,00:38:02.769,02:34:44.794,03:12:47.563,00:02:43.165,03:15:30.728,01:30:58.642,04:46:29.37
100,101.0,7,Liesbeth Leysen,BEL,F,F50-54,AG,1.0,5.0,100.0,False,00:35:41.061,00:35:41.061,00:03:32.618,00:39:13.679,02:30:47.115,03:10:00.794,00:02:28.471,03:12:29.265,01:34:12.121,04:46:41.386
101,102.0,1003,Bradley Howard,GBR,M,M35-39,AG,25.0,96.0,101.0,False,00:34:08.156,00:34:08.156,00:03:39.476,00:37:47.632,02:31:46.068,03:09:33.70,00:03:33.97,03:13:07.67,01:33:56.395,04:47:04.065
102,103.0,444,Marco Bergese,ITA,M,M35-39,AG,26.0,97.0,102.0,False,00:31:41.572,00:31:41.572,00:03:28.833,00:35:10.405,02:34:44.207,03:09:54.612,00:02:53.74,03:12:48.352,01:34:45.096,04:47:33.448
103,104.0,84,Vitaly Yakovlev,AZE,M,M40-44,AG,25.0,98.0,103.0,False,00:34:44.895,00:34:44.895,00:03:51.363,00:38:36.258,02:26:10.036,03:04:46.294,00:03:51.146,03:08:37.44,01:39:24.42,04:48:01.86
104,105.0,783,Bachir Nasr,LBN,M,M50-54,AG,14.0,99.0,104.0,False,00:34:06.044,00:34:06.044,00:02:52.128,00:36:58.172,02:30:05.379,03:07:03.551,00:03:08.417,03:10:11.968,01:38:11.762,04:48:23.73
105,106.0,146,Marco de Leo,ITA,M,M45-49,AG,8.0,100.0,105.0,False,00:29:09.88,00:29:09.88,00:03:19.466,00:32:29.346,02:27:13.665,02:59:43.011,00:03:22.388,03:03:05.399,01:45:41.312,04:48:46.711
106,107.0,518,Gülaga Yalin Yildirim,TUR,M,M35-39,AG,27.0,101.0,106.0,False,00:30:33.223,00:30:33.223,00:03:28.55,00:34:01.773,02:24:53.612,02:58:55.385,00:04:40.068,03:03:35.453,01:45:27.421,04:49:02.874
107,108.0,432,Fahad Ali,BHR,M,M35-39,AG,28.0,102.0,107.0,False,00:41:50.59,00:41:50.59,00:02:45.669,00:44:36.259,02:32:50.567,03:17:26.826,00:02:53.434,03:20:20.26,01:28:55.191,04:49:15.451
108,109.0,30,Petros Solomou,GBR,M,M40-44,AG,26.0,103.0,108.0,False,00:33:14.82,00:33:14.82,00:03:21.993,00:36:36.813,02:23:30.732,03:00:07.545,00:03:22.388,03:03:29.933,01:45:50.30,04:49:20.233
