,rank,bib,name,country,sex,division,divisionType,finDivPos,finSexPos,finOvrPos,isDNF,swimLegTime,swimNetTime,t1LegTime,t1NetTime,bikeLegTime,bikeNetTime,t2LegTime,t2NetTime,finishLegTime,finishNetTime
23,24.0,2453,Lachlan Dickson,New Zealand,M,M18-24,AG,8.0,21.0,21.0,False,00:31:47.286,00:31:47.286,00:04:28.244,00:36:15.53,02:21:31.29,02:57:46.82,00:02:23.90,03:00:10.72,01:34:51.99,04:35:02.71
24,25.0,2532,Scott Freebairn,New Zealand,M,M30-34,AG,5.0,22.0,22.0,False,00:29:16.357,00:29:16.357,00:04:39.773,00:33:56.13,02:27:14.04,03:01:10.17,00:02:30.237,03:03:40.407,01:31:28.543,04:35:08.95
25,26.0,2455,Hamish VAN der Logt,New Zealand,M,M25-29,AG,4.0,23.0,23.0,False,00:28:47.047,00:28:47.047,00:04:25.30,00:33:12.347,02:31:52.216,03:05:04.563,00:02:15.52,03:07:20.083,01:28:56.154,04:36:16.237
26,27.0,2746,Benjamin Cornelius,New Zealand,M,M50-54,AG,2.0,24.0,24.0,False,00:29:49.697,00:29:49.697,00:03:39.943,00:33:29.64,02:26:48.87,03:00:18.51,00:02:45.993,03:03:04.503,01:33:14.40,04:36:18.903
27,28.0,2559,Callum Bettington,Australia,M,M30-34,AG,6.0,25.0,25.0,False,00:29:00.20,00:29:00.20,00:04:15.566,00:33:15.766,02:36:15.794,03:09:31.56,00:02:29.703,03:12:01.263,01:25:02.313,04:37:03.576
28,29.0,2631,Teun Pauwels,Belgium,M,M40-44,AG,4.0,26.0,26.0,False,00:31:05.237,00:31:05.237,00:04:21.21,00:35:26.447,02:31:02.703,03:06:29.15,00:03:02.344,03:09:31.494,01:27:42.666,04:37:14.16
29,30.0,4005,Team Team Battlers,New Zealand,M,MRelay,RELAY,2.0,2.0,4.0,False,00:36:28.63,00:36:28.63,00:03:23.08,00:39:51.71,02:21:19.903,03:01:11.613,00:01:32.037,03:02:43.65,01:34:38.916,04:37:22.566
30,31.0,2326,Sarah Morrison,New Zealand,F,F45-49,AG,1.0,1.0,27.0,False,00:33:37.64,00:33:37.64,00:04:54.94,00:38:32.58,02:26:24.44,03:04:57.02,00:03:49.093,03:08:46.113,01:29:22.067,04:38:08.18
31,32.0,2456,Fletcher Kelleher,New Zealand,M,M25-29,AG,5.0,27.0,28.0,False,00:29:47.806,00:29:47.806,00:04:23.047,00:34:10.853,02:33:23.98,03:07:34.833,00:02:15.613,03:09:50.446,01:30:11.507,04:40:01.953
32,33.0,2694,Josh Barnett,Ireland,M,M45-49,AG,1.0,28.0,29.0,False,00:30:21.477,00:30:21.477,00:03:39.79,00:34:01.267,02:33:25.743,03:07:27.01,00:01:44.79,03:09:11.80,01:31:17.937,04:40:29.737
33,34.0,2628,Ryhor Zhurauliou,New Zealand,M,M40-44,AG,5.0,29.0,30.0,False,00:32:04.29,00:32:04.29,00:03:53.504,00:35:57.794,02:24:26.34,03:00:24.134,00:02:15.89,03:02:40.024,01:37:58.083,04:40:38.107
34,35.0,2528,Nicholas del Moro,New Zealand,M,M30-34,AG,7.0,30.0,31.0,False,00:31:51.914,00:31:51.914,00:05:21.956,00:37:13.87,02:29:30.244,03:06:44.114,00:02:22.62,03:09:06.734,01:31:41.446,04:40:48.18
35,36.0,2730,Steve Swallow,New Zealand,M,M50-54,AG,3.0,31.0,32.0,False,00:36:15.66,00:36:15.66,00:04:16.58,00:40:32.24,02:31:55.843,03:12:28.083,00:02:31.714,03:14:59.797,01:26:14.78,04:41:14.577
36,37.0,2865,Johnny Calley,New Zealand,M,M40-44,AG,6.0,32.0,33.0,False,00:30:27.13,00:30:27.13,00:04:07.64,00:34:34.77,02:23:28.43,02:58:03.20,00:02:18.277,03:00:21.477,01:41:55.09,04:42:16.567
37,38.0,2574,Louis Cottle,New Zealand,M,M30-34,AG,8.0,33.0,34.0,False,00:28:49.633,00:28:49.633,00:04:26.383,00:33:16.016,02:35:22.364,03:08:38.38,00:02:36.676,03:11:15.056,01:32:22.677,04:43:37.733
38,39.0,2891,Herman Bolk,New Zealand,M,M30-34,AG,9.0,34.0,35.0,False,00:33:35.266,00:33:35.266,00:04:44.007,00:38:19.273,02:30:36.867,03:08:56.14,00:03:35.333,03:12:31.473,01:31:22.317,04:43:53.79
39,40.0,2216,Marcia Jerram,New Zealand,F,F25-29,AG,1.0,2.0,36.0,False,00:32:36.803,00:32:36.803,00:03:38.707,00:36:15.51,02:36:10.113,03:12:25.623,00:02:31.347,03:14:56.97,01:29:19.403,04:44:16.373
40,41.0,2894,Michael McGregor,New Zealand,M,M40-44,AG,7.0,35.0,37.0,False,00:36:23.86,00:36:23.86,00:03:51.567,00:40:15.427,02:25:50.72,03:06:06.147,00:02:39.343,03:08:45.49,01:35:49.61,04:44:35.10
41,42.0,4044,Team Broken Chick & 2 Bald Guys,New Zealand,MF,MFRelay,RELAY,3.0,3.0,5.0,False,00:35:42.157,00:35:42.157,00:04:29.88,00:40:12.037,02:26:43.106,03:06:55.143,00:01:32.704,03:08:27.847,01:36:13.95,04:44:41.797
42,43.0,4028,Team Team Hughdewe,New Zealand,MF,MFRelay,RELAY,4.0,4.0,6.0,False,00:31:35.173,00:31:35.173,00:04:15.06,00:35:50.233,02:25:51.384,03:01:41.617,00:01:49.89,03:03:31.507,01:41:32.206,04:45:03.713
43,44.0,2599,Roy Sparey,New Zealand,M,M35-39,AG,3.0,36.0,38.0,False,00:34:49.386,00:34:49.386,00:04:48.48,00:39:37.866,02:31:04.62,03:10:42.486,00:02:56.257,03:13:38.743,01:31:30.36,04:45:09.103
44,45.0,2717,Kieran More,New Zealand,M,M45-49,AG,2.0,37.0,39.0,False,00:33:06.476,00:33:06.476,00:04:25.35,00:37:31.826,02:27:39.83,03:05:11.656,00:02:52.05,03:08:03.706,01:37:13.624,04:45:17.33
45,46.0,2351,Katy Dawson,New Zealand,F,F50-54,AG,1.0,3.0,40.0,False,00:32:23.107,00:32:23.107,00:03:41.37,00:36:04.477,02:32:42.63,03:08:47.107,00:02:35.623,03:11:22.73,01:34:06.457,04:45:29.187
46,47.0,2443,Will Barnett,New Zealand,M,M18-24,AG,9.0,38.0,41.0,False,00:31:45.51,00:31:45.51,00:04:11.326,00:35:56.836,02:32:29.25,03:08:26.086,00:03:16.664,03:11:42.75,01:34:19.30,04:46:02.05
47,48.0,2009,Grace Anderson,New Zealand,F,F25-29,AG,2.0,4.0,42.0,False,00:31:24.53,00:31:24.53,00:04:16.64,00:35:41.17,02:39:43.493,03:15:24.663,00:02:26.824,03:17:51.487,01:28:23.913,04:46:15.40
48,49.0,2015,Kurt Perry,Australia,M,M30-34,AG,10.0,39.0,43.0,False,00:32:01.70,00:32:01.70,00:03:23.463,00:35:25.163,02:42:49.857,03:18:15.02,00:02:08.94,03:20:23.96,01:25:55.416,04:46:19.376
49,50.0,2772,Peter Wilkinson,New Zealand,M,M50-54,AG,4.0,40.0,44.0,False,00:31:40.57,00:31:40.57,00:03:32.887,00:35:13.457,02:31:07.243,03:06:20.70,00:02:17.517,03:08:38.217,01:37:53.82,04:46:32.037
50,51.0,2570,Mac Sykes,New Zealand,M,M30-34,AG,11.0,41.0,45.0,False,00:33:43.50,00:33:43.50,00:04:22.913,00:38:06.413,02:37:43.197,03:15:49.61,00:02:12.763,03:18:02.373,01:28:38.647,04:46:41.02
51,52.0,2719,Greg Russell,New Zealand,M,M45-49,AG,3.0,42.0,46.0,False,00:36:16.233,00:36:16.233,00:04:27.54,00:40:43.773,02:28:28.377,03:09:12.15,00:03:00.27,03:12:12.42,01:34:45.09,04:46:57.51
52,53.0,2482,Julian Stevenson,New Zealand,M,M25-29,AG,6.0,43.0,47.0,False,00:33:46.353,00:33:46.353,00:04:00.254,00:37:46.607,02:41:11.60,03:18:58.207,00:03:09.136,03:22:07.343,01:25:09.907,04:47:17.25
53,54.0,2451,Sebastian Wharton,New Zealand,M,M18-24,AG,10.0,44.0,48.0,False,00:34:10.437,00:34:10.437,00:03:55.247,00:38:05.684,02:41:15.306,03:19:20.99,00:03:29.574,03:22:50.564,01:24:35.113,04:47:25.677
54,55.0,2441,Rommel Wilson,New Zealand,M,M18-24,AG,11.0,45.0,49.0,False,00:30:49.147,00:30:49.147,00:04:29.73,00:35:18.877,02:36:00.633,03:11:19.51,00:02:42.217,03:14:01.727,01:33:29.873,04:47:31.60
55,56.0,2640,Dean Harrison,New Zealand,M,M40-44,AG,8.0,46.0,50.0,False,00:32:59.26,00:32:59.26,00:04:25.196,00:37:24.456,02:32:39.77,03:10:04.226,00:04:30.47,03:14:34.696,01:33:21.894,04:47:56.59
56,57.0,2878,Darryl Soljan,New Zealand,M,M55-59,AG,1.0,47.0,51.0,False,00:34:13.406,00:34:13.406,00:04:19.937,00:38:33.343,02:20:15.327,02:58:48.67,00:04:11.753,03:03:00.423,01:45:03.087,04:48:03.51
57,58.0,4048,Team the Bomb Squad,New Zealand,M,MRelay,RELAY,3.0,3.0,7.0,False,00:40:03.37,00:40:03.37,00:03:29.217,00:43:32.587,02:38:58.53,03:22:31.117,00:01:44.533,03:24:15.65,01:24:13.907,04:48:29.557
58,59.0,4076,Team Bee Gee(c)s,New Zealand,M,MRelay,RELAY,4.0,4.0,8.0,False,00:32:47.07,00:32:47.07,00:03:19.86,00:36:06.93,02:25:06.70,03:01:13.63,00:02:17.27,03:03:30.90,01:45:06.89,04:48:37.79
59,60.0,2680,Barry Watts,New Zealand,M,M40-44,AG,9.0,48.0,52.0,False,00:30:05.796,00:30:05.796,00:04:34.427,00:34:40.223,02:33:36.063,03:08:16.286,00:03:07.794,03:11:24.08,01:37:24.513,04:48:48.593
60,61.0,2579,Jonathan Scott,New Zealand,M,M35-39,AG,4.0,49.0,53.0,False,00:31:41.684,00:31:41.684,00:04:22.383,00:36:04.067,02:41:14.02,03:17:18.087,00:03:15.47,03:20:33.557,01:29:48.177,04:50:21.734
61,62.0,2726,Johan Vanhoovels,New Zealand,M,M45-49,AG,4.0,50.0,54.0,False,00:39:44.967,00:39:44.967,00:04:45.49,00:44:30.457,02:29:18.306,03:13:48.763,00:03:32.094,03:17:20.857,01:33:15.14,04:50:35.997
62,63.0,2907,Amy MacPherson,Australia,F,F35-39,AG,1.0,5.0,55.0,False,00:33:41.897,00:33:41.897,00:04:31.253,00:38:13.15,02:39:25.277,03:17:38.427,00:02:55.86,03:20:34.287,01:30:31.453,04:51:05.74
63,64.0,2580,Oliver Allum,New Zealand,M,M35-39,AG,5.0,51.0,56.0,False,00:38:59.066,00:38:59.066,00:04:04.84,00:43:03.906,02:29:12.234,03:12:16.14,00:02:13.24,03:14:29.38,01:37:17.873,04:51:47.253
64,65.0,2760,Mike Woodd,New Zealand,M,M50-54,AG,5.0,52.0,57.0,False,00:38:26.86,00:38:26.86,00:05:04.75,00:43:31.61,02:26:47.05,03:10:18.66,00:03:49.73,03:14:08.39,01:38:08.07,04:52:16.46
65,66.0,2886,Jared Bowden,New Zealand,M,M40-44,AG,10.0,53.0,58.0,False,00:27:33.737,00:27:33.737,00:04:13.696,00:31:47.433,02:40:55.724,03:12:43.157,00:02:37.29,03:15:20.447,01:36:59.24,04:52:19.687
66,67.0,4061,Team Obi-One,New Zealand,MF,MFRelay,RELAY,5.0,5.0,9.0,False,00:36:03.503,00:36:03.503,00:03:05.59,00:39:09.093,02:42:43.82,03:21:52.913,00:01:42.09,03:23:35.003,01:28:57.977,04:52:32.98
67,68.0,2635,Luciano Camilot,Brazil,M,M40-44,AG,11.0,54.0,59.0,False,00:35:04.50,00:35:04.50,00:04:50.50,00:39:55.00,02:31:12.906,03:11:07.906,00:02:32.637,03:13:40.543,01:38:54.077,04:52:34.62
68,69.0,2898,Oliver Fahey,New Zealand,M,M25-29,AG,7.0,55.0,60.0,False,00:35:01.103,00:35:01.103,00:05:05.133,00:40:06.236,02:36:55.874,03:17:02.11,00:02:44.866,03:19:46.976,01:32:48.327,04:52:35.303
69,70.0,2513,Titouan Lamouric,New Zealand,M,M25-29,AG,8.0,56.0,61.0,False,00:32:12.61,00:32:12.61,00:05:17.286,00:37:29.896,02:34:24.277,03:11:54.173,00:02:53.677,03:14:47.85,01:37:50.36,04:52:38.21
70,71.0,2677,Gareth McCash,New Zealand,M,M40-44,AG,12.0,57.0,62.0,False,00:34:32.293,00:34:32.293,00:05:10.273,00:39:42.566,02:36:13.404,03:15:55.97,00:02:49.48,03:18:45.45,01:33:53.586,04:52:39.036
71,72.0,4000,Team Westpac Tri Hards,New Zealand,MF,MFRelay,RELAY,6.0,6.0,10.0,False,00:35:38.287,00:35:38.287,00:03:13.92,00:38:52.207,02:34:43.507,03:13:35.714,00:01:45.753,03:15:21.467,01:37:19.917,04:52:41.384
72,73.0,2089,Joshua Smith,New Zealand,M,M18-24,AG,12.0,58.0,63.0,False,00:35:35.086,00:35:35.086,00:04:13.144,00:39:48.23,02:34:21.12,03:14:09.35,00:03:01.673,03:17:11.023,01:35:41.05,04:52:52.073
73,74.0,2593,Cam Owen,New Zealand,M,M35-39,AG,6.0,59.0,64.0,False,00:38:25.38,00:38:25.38,00:04:53.436,00:43:18.816,02:36:42.54,03:20:01.356,00:02:22.63,03:22:23.986,01:30:28.734,04:52:52.72
74,75.0,2733,Eric Poulin,New Zealand,M,M50-54,AG,6.0,60.0,65.0,False,00:36:58.217,00:36:58.217,00:04:12.176,00:41:10.393,02:35:00.244,03:16:10.637,00:03:17.53,03:19:28.167,01:33:41.92,04:53:10.087
75,76.0,2582,Ben Wilks,New Zealand,M,M35-39,AG,7.0,61.0,66.0,False,00:34:06.083,00:34:06.083,00:04:17.127,00:38:23.21,02:38:42.507,03:17:05.717,00:01:59.343,03:19:05.06,01:34:33.097,04:53:38.157
76,77.0,4017,Team Waddell,New Zealand,M,MRelay,RELAY,5.0,5.0,11.0,False,00:28:42.284,00:28:42.284,00:05:48.84,00:34:31.124,02:40:06.52,03:14:37.644,00:01:49.42,03:16:27.064,01:37:11.82,04:53:38.884
77,78.0,2637,Gavin Spiers,New Zealand,M,M40-44,AG,13.0,62.0,67.0,False,00:32:30.61,00:32:30.61,00:04:19.547,00:36:50.157,02:41:00.23,03:17:50.387,00:02:33.51,03:20:23.897,01:33:48.517,04:54:12.414
78,79.0,2595,Jon Sundgren,New Zealand,M,M35-39,AG,8.0,63.0,68.0,False,00:36:10.84,00:36:10.84,00:05:23.943,00:41:34.783,02:40:47.95,03:22:22.733,00:03:37.807,03:26:00.54,01:28:57.697,04:54:58.237
79,80.0,2586,Pj Gallagher,United Kingdom of Great Britain and Northern Irela,M,M35-39,AG,9.0,64.0,69.0,False,00:33:24.16,00:33:24.16,00:04:05.734,00:37:29.894,02:33:34.46,03:11:04.354,00:02:45.72,03:13:50.074,01:41:21.703,04:55:11.777
80,81.0,2464,Ben Goodman,New Zealand,M,M25-29,AG,9.0,65.0,70.0,False,00:28:36.817,00:28:36.817,00:03:56.826,00:32:33.643,02:27:17.747,02:59:51.39,00:02:12.66,03:02:04.05,01:53:18.643,04:55:22.693
81,82.0,2715,Lance Clarke,New Zealand,M,M45-49,AG,5.0,66.0,71.0,False,00:33:05.446,00:33:05.446,00:05:35.91,00:38:41.356,02:47:51.477,03:26:32.833,00:02:33.397,03:29:06.23,01:26:30.063,04:55:36.293
82,83.0,2591,Georges VON der Decken,Germany,M,M35-39,AG,10.0,67.0,72.0,False,00:36:45.223,00:36:45.223,00:03:45.967,00:40:31.19,02:29:15.963,03:09:47.153,00:02:27.09,03:12:14.243,01:43:34.453,04:55:48.696
83,84.0,2020,Leon Xing,China,M,M35-39,AG,11.0,68.0,73.0,False,00:37:48.92,00:37:48.92,00:06:43.993,00:44:32.913,02:23:22.53,03:07:55.443,00:03:08.79,03:11:04.233,01:44:58.014,04:56:02.247
84,85.0,2000,Amy Kalan,New Zealand,F,F45-49,AG,2.0,6.0,74.0,False,00:32:24.457,00:32:24.457,00:04:14.286,00:36:38.743,02:37:45.48,03:14:24.223,00:02:29.70,03:16:53.923,01:39:25.064,04:56:18.987
85,86.0,2548,Timothy Horgan,New Zealand,M,M30-34,AG,12.0,69.0,75.0,False,00:38:56.884,00:38:56.884,00:05:14.26,00:44:11.144,02:41:07.933,03:25:19.077,00:02:37.027,03:27:56.104,01:28:35.73,04:56:31.834
86,87.0,2421,Judd Katz,New Zealand,M,M18-24,AG,13.0,70.0,76.0,False,00:27:34.787,00:27:34.787,00:05:19.227,00:32:54.014,02:33:45.22,03:06:39.234,00:03:46.75,03:10:25.984,01:46:16.693,04:56:42.677
87,88.0,2406,Stein Mandjes,Netherlands (the),M,M18-24,AG,14.0,71.0,77.0,False,00:30:54.093,00:30:54.093,00:04:24.173,00:35:18.266,02:33:37.587,03:08:55.853,00:02:17.097,03:11:12.95,01:45:31.32,04:56:44.27
88,89.0,2864,Natalie Jewell,New Zealand,F,F35-39,AG,2.0,7.0,78.0,False,00:36:49.387,00:36:49.387,00:04:36.973,00:41:26.36,02:41:47.26,03:23:13.62,00:02:50.28,03:26:03.90,01:30:55.187,04:56:59.087
89,90.0,4037,Team Kiwi Camping Team C,New Zealand,M,MRelay,RELAY,6.0,6.0,12.0,False,00:29:41.777,00:29:41.777,00:03:20.28,00:33:02.057,02:32:04.35,03:05:06.407,00:01:46.323,03:06:52.73,01:50:41.597,04:57:34.327
90,91.0,2561,Christopher Davies,United Kingdom of Great Britain and Northern Irela,M,M30-34,AG,13.0,72.0,79.0,False,00:36:21.584,00:36:21.584,00:04:42.006,00:41:03.59,02:41:18.97,03:22:22.56,00:02:35.344,03:24:57.904,01:32:53.933,04:57:51.837
91,92.0,2884,Kerryn VAN Rij,New Zealand,F,F45-49,AG,3.0,8.0,80.0,False,00:37:17.16,00:37:17.16,00:03:36.44,00:40:53.60,02:41:12.243,03:22:05.843,00:02:16.49,03:24:22.333,01:33:53.07,04:58:15.403
92,93.0,2500,Isaac Marshall,New Zealand,M,M25-29,AG,10.0,73.0,81.0,False,00:26:43.697,00:26:43.697,00:03:21.726,00:30:05.423,02:40:25.90,03:10:31.323,00:02:10.614,03:12:41.937,01:45:53.826,04:58:35.763
93,94.0,2702,Stuart Urquhart,New Zealand,M,M45-49,AG,6.0,74.0,82.0,False,00:34:50.293,00:34:50.293,00:04:18.397,00:39:08.69,02:33:12.353,03:12:21.043,00:02:36.13,03:14:57.173,01:43:41.477,04:58:38.65
94,95.0,2577,Elliot McKinnel,New Zealand,M,M30-34,AG,14.0,75.0,83.0,False,00:28:00.236,00:28:00.236,00:04:45.79,00:32:46.026,02:34:34.634,03:07:20.66,00:02:37.326,03:09:57.986,01:48:54.05,04:58:52.036
95,96.0,4055,Team Rcp Auckland,New Zealand,M,MRelay,RELAY,7.0,7.0,13.0,False,00:45:09.116,00:45:09.116,00:02:54.02,00:48:03.136,02:39:14.274,03:27:17.41,00:01:41.75,03:28:59.16,01:29:55.516,04:58:54.676
96,97.0,2881,Kate Moyle,New Zealand,F,F18-24,AG,1.0,9.0,84.0,False,00:34:42.963,00:34:42.963,00:03:45.287,00:38:28.25,02:37:42.47,03:16:10.72,00:02:31.173,03:18:41.893,01:40:19.257,04:59:01.15
97,98.0,2454,Shaun Woods,New Zealand,M,M18-24,AG,15.0,76.0,85.0,False,00:30:08.193,00:30:08.193,00:03:51.95,00:34:00.143,02:35:33.117,03:09:33.26,00:03:33.41,03:13:06.67,01:45:57.64,04:59:04.31
98,99.0,2851,James Donovan,New Zealand,M,M18-24,AG,16.0,77.0,86.0,False,00:28:37.063,00:28:37.063,00:03:38.19,00:32:15.253,02:43:44.187,03:15:59.44,00:02:33.597,03:18:33.037,01:40:31.53,04:59:04.567
99,100.0,2414,Dimos Yannarakis,Australia,M,M18-24,AG,17.0,78.0,87.0,False,00:39:32.473,00:39:32.473,00:05:18.727,00:44:51.20,02:45:47.887,03:30:39.087,00:02:38.773,03:33:17.86,01:26:22.22,04:59:40.08
100,101.0,2647,Nuno Narciso,Portugal,M,M40-44,AG,14.0,79.0,88.0,False,00:32:04.55,00:32:04.55,00:04:24.996,00:36:29.546,02:38:06.897,03:14:36.443,00:02:55.04,03:17:31.483,01:42:19.747,04:59:51.23
101,102.0,2142,Caroline Paulsen,New Zealand,F,F18-24,AG,2.0,10.0,89.0,False,00:30:06.816,00:30:06.816,00:04:34.537,00:34:41.353,02:36:57.257,03:11:38.61,00:03:12.513,03:14:51.123,01:45:02.717,04:59:53.84
102,103.0,4058,Team Philps,New Zealand,MF,MFRelay,RELAY,7.0,7.0,14.0,False,00:45:25.32,00:45:25.32,00:04:41.864,00:50:07.184,02:32:32.146,03:22:39.33,00:03:18.004,03:25:57.334,01:34:18.87,05:00:16.204
103,104.0,2638,Jeremy Child,New Zealand,M,M40-44,AG,15.0,80.0,90.0,False,00:37:26.127,00:37:26.127,00:05:41.816,00:43:07.943,02:40:00.74,03:23:08.683,00:03:50.244,03:26:58.927,01:33:28.77,05:00:27.697
104,105.0,2445,Will Ferguson,New Zealand,M,M18-24,AG,18.0,81.0,91.0,False,00:34:14.184,00:34:14.184,00:04:13.873,00:38:28.057,02:37:52.847,03:16:20.904,00:02:21.093,03:18:41.997,01:42:04.733,05:00:46.73
105,106.0,2438,Oscar Boyce,New Zealand,M,M18-24,AG,19.0,82.0,92.0,False,00:30:24.606,00:30:24.606,00:04:45.437,00:35:10.043,02:40:52.09,03:16:02.133,00:03:24.267,03:19:26.40,01:41:46.96,05:01:13.36
106,107.0,2514,Chris Posthuma,New Zealand,M,M25-29,AG,11.0,83.0,93.0,False,00:36:33.953,00:36:33.953,00:05:03.234,00:41:37.187,02:36:23.676,03:18:00.863,00:03:36.424,03:21:37.287,01:39:37.43,05:01:14.717
